WordPosition,Word,ListID,ParticipantID,ItemID,Sentence,RT,ConditionID
2,school,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,642,C
3,superintendent,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,2385,C
4,learned,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,518,C
5,which,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,586,C
6,schools,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,602,C
7,the,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,600,C
8,proposal,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,623,C
9,that,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,575,C
10,expanded,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,681,C
11,drastically,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,1271,C
12,and,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,513,C
13,innovatively,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,1915,C
14,upon,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,743,C
15,the,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,536,C
16,current,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,566,C
17,curriculum,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,809,C
18,would,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,554,C
19,overburden,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,645,C
20,during,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,623,C
21,the,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,520,C
22,following,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,795,C
23,semester.,2,6,Targ18,The school superintendent learned which schools the proposal that expanded drastically and innovatively upon the current curriculum would overburden during the following semester.,625,C
1,The,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,564,A
2,generous,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,689,A
3,donor,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,567,A
4,learned,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,568,A
5,which,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,519,A
6,graduate,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,484,A
7,students,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,527,A
8,the,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,512,A
9,plan,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,563,A
10,to,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,546,A
11,benefit,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,636,A
12,to,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,545,A
13,the,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,484,A
14,fullest,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,708,A
15,extent,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,589,A
16,from,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,731,A
17,his,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,573,A
18,charity,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,575,A
19,would,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,593,A
20,support,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,786,A
21,at,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,619,A
22,the,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,827,A
23,big,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,561,A
24,university.,2,6,Targ07,The generous donor learned which graduate students the plan to benefit to the fullest extent from his charity would support at the big university.,545,A
1,The,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,720,B
2,isolated,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,1163,B
3,farmers,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,821,B
4,learned,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,606,B
5,which,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,615,B
6,disaster,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,588,B
7,the,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,797,B
8,scheme,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,649,B
9,to,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,576,B
10,prepare,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,581,B
11,hurriedly,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,1906,B
12,and,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,579,B
13,efficiently,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,753,B
14,for,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,586,B
15,the,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,622,B
16,violent,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,591,B
17,winter,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,710,B
18,storm,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,596,B
19,would,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,556,B
20,avert,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,548,B
21,during,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,647,B
22,the,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,543,B
23,snowy,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,593,B
24,season.,2,6,Targ15,The isolated farmers learned which disaster the scheme to prepare hurriedly and efficiently for the violent winter storm would avert during the snowy season.,635,B
1,The,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,544,C
2,chief,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,733,C
3,executive,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,667,C
4,learned,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,704,C
5,which,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,497,C
6,outdated,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,522,C
7,building,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,714,C
8,the,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,540,C
9,idea,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,922,C
10,that,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,565,C
11,expanded,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,757,C
12,tastefully,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,931,C
13,and,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,510,C
14,creatively,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,614,C
15,upon,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,668,C
16,the,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,770,C
17,farmous,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,699,C
18,architect's,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,876,C
19,design,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,622,C
20,would,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,539,C
21,modernize,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,1044,C
22,in,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,547,C
23,the,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,507,C
24,crowded,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,604,C
25,city,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,550,C
26,with,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,499,C
27,many,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,517,C
28,skyscrapers.,2,6,Targ01,The chief executive learned which outdated building the idea that expanded tastefully and creatively upon the farmous architect's design would modernize in the crowded city with many skyscrapers.,1565,C
1,The,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,771,C
2,liquor,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,640,C
3,store,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,565,C
4,owner,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,549,C
5,realized,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,744,C
6,which,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,566,C
7,underage,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,578,C
8,customers,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,702,C
9,the,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,636,C
10,campaign,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,817,C
11,that,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,588,C
12,cautioned,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,667,C
13,strongly,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,677,C
14,and,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,597,C
15,emphatically,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,1087,C
16,against,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,650,C
17,alcoholism,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,795,C
18,would,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,796,C
19,influence,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,594,C
20,in,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,490,C
21,the,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,505,C
22,suburban,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,816,C
23,town.,2,6,Targ11,The liquor store owner realized which underage customers the campaign that cautioned strongly and emphatically against alcoholism would influence in the suburban town.,607,C
1,The,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,638,D
2,virtuous,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,710,D
3,governor,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,769,D
4,understood,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,719,D
5,which,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,675,D
6,upcoming,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,568,D
7,election,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,706,D
8,the,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,673,D
9,campaign,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,690,D
10,that,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,506,D
11,warned,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,656,D
12,with,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,580,D
13,great,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,651,D
14,force,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,707,D
15,against,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,623,D
16,drugs,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,639,D
17,would,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,552,D
18,influence,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,612,D
19,over,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,680,D
20,the,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,614,D
21,next,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,541,D
22,year.,2,6,Targ04,The virtuous governor understood which upcoming election the campaign that warned with great force against drugs would influence over the next year.,537,D
1,The,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,513,A
2,organized,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,705,A
3,caterer,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,1311,A
4,knew,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,738,A
5,which,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,530,A
6,extravagant,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,2584,A
7,reception,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,645,A
8,the,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,639,A
9,plan,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,516,A
10,to,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,624,A
11,prepare,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,687,A
12,far,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,532,A
13,in,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,579,A
14,advance,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,600,A
15,for,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,634,A
16,the,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,832,A
17,banquet,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,813,A
18,would,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,561,A
19,benefit,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,562,A
20,at,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,577,A
21,the,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,599,A
22,expensive,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,661,A
23,hotel.,2,6,Targ02,The organized caterer knew which extravagant reception the plan to prepare far in advance for the banquet would benefit at the expensive hotel.,702,A
1,The,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,624,D
2,hospital,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,586,D
3,patient,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,625,D
4,learned,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,549,D
5,which,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,618,D
6,foods,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,540,D
7,the,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,518,D
8,struggle,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,696,D
9,that,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,674,D
10,battled,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,579,D
11,for,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,553,D
12,many,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,596,D
13,months,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,551,D
14,against,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,1057,D
15,his,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,603,D
16,serious,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,876,D
17,infection,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,745,D
18,would,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,582,D
19,eliminate,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,626,D
20,from,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,609,D
21,his,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,549,D
22,diet.,2,6,Targ16,The hospital patient learned which foods the struggle that battled for many months against his serious infection would eliminate from his diet.,566,D
1,The,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,703,A
2,knowledgeable,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,747,A
3,surgeon,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,1060,A
4,realized,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,559,A
5,which,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,467,A
6,medical,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,503,A
7,treatments,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,591,A
8,the,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,487,A
9,plan,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,593,A
10,to,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,488,A
11,continue,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,580,A
12,regularly,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,597,A
13,and,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,568,A
14,systematically,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,857,A
15,through,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,1185,A
16,the,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,419,A
17,summer,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,906,A
18,would,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,475,A
19,require,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,741,A
20,after,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,455,A
21,the,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,602,A
22,major,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,709,A
23,operation.,2,6,Targ24,The knowledgeable surgeon realized which medical treatments the plan to continue regularly and systematically through the summer would require after the major operation.,649,A
1,The,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,500,D
2,school,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,736,D
3,bus,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,710,D
4,driver,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,697,D
5,realized,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,714,D
6,which,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,514,D
7,weekday,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,588,D
8,mornings,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,633,D
9,the,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,601,D
10,plan,2,6,Targ21,The school bus driver realized which weekday mornings the plan that allowed during the morning for traffic delays would complicate on the way to school.,601,D
